job,ability_id,ability_name,level,buff_id,base_potency,damage_type,combo_bonus,combo_potency,positional_bonus,positional_potency,combo_positional_bonus,combo_positional_potency
Paladin,16460,Atonement,100,,440,direct,,,,,,
Paladin,7,attack,100,,90,auto,,,,,,
Paladin,25748,Blade of Faith,100,1001368,740,direct,,,,,,
Paladin,25748,Blade of Faith,100,,240,direct,,,,,,
Paladin,25749,Blade of Truth,100,1001368,840,direct,,,,,,
Paladin,25749,Blade of Truth,100,,340,direct,,,,,,
Paladin,25750,Blade of Valor,100,1001368,940,direct,,,,,,
Paladin,25750,Blade of Valor,100,,440,direct,,,,,,
Paladin,23,Circle of Scorn,100,,140,direct,,,,,,
Paladin,1000248,Circle of Scorn (tick),100,,30,physical-dot,,,,,,
Paladin,16459,Confiteor,100,,440,direct,,,,,,
Paladin,16459,Confiteor,100,1001368,940,direct,,,,,,
Paladin,25747,Expiacion,100,,450,direct,,,,,,
Paladin,9,Fast Blade,100,,220,direct,,,,,,
Paladin,3538,Goring Blade,100,,700,direct,,,,,,
Paladin,16458,Holy Circle,100,,100,direct,,,,,,
Paladin,16458,Holy Circle,100,1001368,300,direct,,,,,,
Paladin,16458,Holy Circle,100,1002673,200,direct,,,,,,
Paladin,7384,Holy Spirit,100,,370,direct,,,,,,
Paladin,7384,Holy Spirit,100,1001368,670,direct,,,,,,
Paladin,7384,Holy Spirit,100,1002673,470,direct,,,,,,
Paladin,16461,Intervene,100,,150,direct,,,,,,
Paladin,16457,Prominence,100,,100,direct,41,170,,,,
Paladin,7383,Requiescat,100,,320,direct,,,,,,
Paladin,15,Riot Blade,100,,170,direct,48,330,,,,
Paladin,3539,Royal Authority,100,,180,direct,59,440,,,,
Paladin,24,Shield Lob,100,,100,direct,,,,,,
Paladin,7381,Total Eclipse,100,,100,direct,,,,,,
Paladin,,Supplication,100,,460,direct,,,,,,
Paladin,,Sepulcher,100,,480,direct,,,,,,
Paladin,,Imperator,100,,580,direct,,,,,,
Paladin,,Blade of Honor,100,,740,direct,,,,,,
