job,ability_id,ability_name,level,buff_id,base_potency,damage_type,combo_bonus,combo_potency,positional_bonus,positional_potency,combo_positional_bonus,combo_positional_potency
RedMage,7519,Contre Sixte,90,,380,direct,,,,,,
RedMage,7506,Corps-a-Corps,90,,130,direct,,,,,,
RedMage,7530,Enchanted Moulinet,90,,130,direct,,,,,,
RedMage,7529,Enchanted Redoublement,90,,130,direct,74,500,,,,
RedMage,7527,Enchanted Riposte,90,,280,direct,,,,,,
RedMage,7528,Enchanted Zwerchhau,90,,150,direct,55,340,,,,
RedMage,16528,Enchanted Reprise,90,,340,direct,,,,,,
RedMage,16527,Engagement,90,,180,direct,,,,,,
RedMage,7517,Fleche,90,,460,direct,,,,,,
RedMage,16526,Impact,90,1001238,260,direct,,,,,,
RedMage,16526,Impact,90,,210,direct,,,,,,
RedMage,7524,Jolt II,90,,320,direct,,,,,,
RedMage,25858,Resolution,90,,750,direct,,,,,,
RedMage,16530,Scorch,90,,680,direct,,,,,,
RedMage,16525,Veraero II,90,,140,direct,,,,,,
RedMage,25856,Veraero III,90,,380,direct,,,,,,
RedMage,7510,Verfire,90,,340,direct,,,,,,
RedMage,7525,Verflare,90,,600,direct,,,,,,
RedMage,7526,Verholy,90,,600,direct,,,,,,
RedMage,7511,Verstone,90,,340,direct,,,,,,
RedMage,16524,Verthunder II,90,,140,direct,,,,,,
RedMage,25855,Verthunder III,90,,380,direct,,,,,,
RedMage,16529,Reprise,90,,100,direct,,,,,,
RedMage,7504,Riposte,90,,130,direct,,,,,,
RedMage,7503,Jolt,90,,170,direct,,,,,,
RedMage,7512,Zwerchhau,90,,100,direct,33,150,,,,
RedMage,7515,Displacement,90,,180,direct,,,,,,
RedMage,7516,Redoublement,90,,100,direct,56,230,,,,
RedMage,7513,Moulinet,90,,60,direct,,,,,,
RedMage,7,Attack,90,,90,auto,,,,,,
