job,ability_id,ability_name,level,buff_id,base_potency,damage_type,combo_bonus,combo_potency,positional_bonus,positional_potency,combo_positional_bonus,combo_positional_potency
Monk,7,Attack,100,,90,auto,,,,,,
Monk,53,Bootshine,100,,220,direct,,,,,,
Monk,53,Bootshine,100,1001861,420,direct,,,,,,
Monk,66,Demolish,100,,70,direct,,,46,130,,
Monk,1000246,Demolish (tick),100,,70,physical-dot,,,,,,
Monk,74,Dragon Kick,100,,320,direct,,,,,,
Monk,3545,Elixir Field,100,,600,direct,,,,,,
Monk,16474,Enlightenment,100,,170,direct,,,,,,
Monk,16473,Four-point Fury,100,,120,direct,,,,,,
Monk,25769,Phantom Rush,100,,1150,direct,,,,,,
Monk,25768,Rising Phoenix,100,,700,direct,,,,,,
Monk,70,Rockbreaker,100,,130,direct,,,,,,
Monk,25767,Shadow of the Destroyer,100,,110,direct,,,,,,
Monk,16476,Six-sided Star,100,,550,direct,,,,,,
Monk,56,Snap Punch,100,,250,direct,,,19,310,,
Monk,3547,the Forbidden Chakra,100,,340,direct,,,,,,
Monk,54,True Strike,100,,290,direct,,,,,,
Monk,54,True Strike,100,,440,direct,,,,,,
Monk,61,Twin Snakes,100,,280,direct,,,,,,
Monk,,Leaping Opo,100,,260,,,,,,,
Monk,,Leaping Opo,100,,460,,,,,,,
Monk,,Rising Raptor,100,,330,,,,,,,
Monk,,Rising Raptor,100,,480,,,,,,,
Monk,,Pouncing Coeurl,100,,340,,,,15,400,,
Monk,,Pouncing Coeurl,100,,440,,,,12,500,,
Monk,,Elixir Burst,100,,900,,,,,,,
Monk,,Wind's Reply,100,,800,,,,,,,
Monk,,Fire's Reply,100,,1100,,,,,,,
