job,ability_id,ability_name,level,buff_id,base_potency,damage_type,combo_bonus,combo_potency,positional_bonus,positional_potency,combo_positional_bonus,combo_positional_potency
Gunbreaker,16137,Keen Edge,100,,300,direct,,,,,,
Gunbreaker,16139,Brutal Shell,100,,240,direct,36,380,,,,
Gunbreaker,16145,Solid Barrel,100,,240,direct,47,460,,,,
Gunbreaker,1001837,Sonic Break (tick),100,,60,physical-dot,,,,,,
Gunbreaker,16153,Sonic Break,100,,300,direct,,,,,,
Gunbreaker,16146,Gnashing Fang,100,,500,direct,,,,,,
Gunbreaker,16147,Savage Claw,100,,560,direct,,,,,,
Gunbreaker,16150,Wicked Talon,100,,620,direct,,,,,,
Gunbreaker,16156,Jugular Rip,100,,240,direct,,,,,,
Gunbreaker,16157,Abdomen Tear,100,,280,direct,,,,,,
Gunbreaker,16158,Eye Gouge,100,,320,direct,,,,,,
Gunbreaker,16165,Blasting Zone,100,,800,direct,,,,,,
Gunbreaker,16162,Burst Strike,100,,460,direct,,,,,,
Gunbreaker,25759,Hypervelocity,100,,220,direct,,,,,,
Gunbreaker,25760,Double Down,100,,1200,direct,,,,,,
Gunbreaker,16159,Bow Shock,100,,150,direct,,,,,,
Gunbreaker,1001838,Bow Shock (tick),100,,60,physical-dot,,,,,,
Gunbreaker,16154,Rough Divide,100,,150,direct,,,,,,
Gunbreaker,7,Attack,100,,90,auto,,,,,,
Gunbreaker,16141,Demon Slice,100,,100,direct,,,,,,
Gunbreaker,16149,Demon Slaughter,100,,100,direct,37,160,,,,
Gunbreaker,16163,Fated Circle,100,,300,direct,,,,,,
Gunbreaker,16143,Lightning Shot,100,,150,direct,,,,,,
Gunbreaker,36936,Fated Brand,100,,120,direct,,,,,,
Gunbreaker,36937,Reign of Beasts,100,,800,direct,,,,,,
Gunbreaker,36938,Noble Blood,100,,1000,direct,,,,,,
Gunbreaker,36939,Lion Heart,100,,1200,direct,,,,,,
